DISEASE,MMWR_YEAR,MMWR_WEEK,CURRENT_WEEK,YTD_CASES,AVERAGE_5Y
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,29,NA,63,3
"Meningococcal disease, invasive, serogroup B",2014,29,NA,33,2
"Meningococcal disease, invasive, other serogroup",2014,29,NA,8,0
"Meningococcal disease, invasive, unknown serogroup",2014,29,NA,144,5
Novel influenza A virus infections***,2014,29,NA,NA,201
"Poliomyelitis, paralytic",2014,29,NA,NA,0
"Polio virus Infection, nonparalytic",2014,29,NA,NA,NA
Psittacosis,2014,29,NA,NA,0
"Q fever, total",2014,29,NA,69,3
"Q fever, acute",2014,29,NA,54,2
"Q fever, chronic",2014,29,NA,15,0
"Rabies, human",2014,29,NA,NA,0
Rubella,2014,29,NA,6,0
"Rubella, congenital syndrome",2014,29,NA,NA,NA
SARS-CoV,2014,29,NA,NA,NA
Smallpox,2014,29,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,29,2,123,3
"Syphilis, congenital (age <1 yr)",2014,29,NA,103,7
Tetanus,2014,29,2,14,1
Toxic-shock syndrome (staphylococcal),2014,29,3,26,2
Trichinellosis,2014,29,NA,8,0
Tularemia,2014,29,NA,41,5
Typhoid fever,2014,29,2,156,7
Vancomycin-intermediate Staphylococcus aureus,2014,29,1,98,2
Vancomycin-resistant Staphylococcus aureus,2014,29,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,29,15,304,38
Viral hemorrhagic fever,2014,29,NA,NA,NA
Yellow fever,2014,29,NA,NA,NA
Anthrax,2014,30,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,30,NA,3,6
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,30,NA,NA,0
"Arboviral diseases, Powassan virus disease,",2014,30,NA,NA,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,30,NA,1,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,30,NA,NA,NA
"Botulism, total",2014,30,NA,67,2
"Botulism, foodborne",2014,30,NA,3,0
"Botulism, infant",2014,30,NA,53,2
"Botulism, other (wound and unspecified)",2014,30,NA,11,0
Brucellosis,2014,30,NA,35,2
Chancroid,2014,30,NA,10,0
Cholera,2014,30,NA,NA,1
Cyclosporiasis,2014,30,31,155,21
Diphtheria,2014,30,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,30,NA,13,0
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,30,NA,98,2
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,30,1,150,3
Hansen disease,2014,30,1,33,2
Hantavirus pulmonary syndrome,2014,30,NA,11,1
"Hemolytic uremic syndrome, postdiarrheal",2014,30,3,78,9
"Hepatitis B, virus infection perinatal",2014,30,NA,26,1
"Influenza-associated pediatric mortality,",2014,30,NA,99,1
Leptospirosis,2014,30,NA,7,0
Listeriosis,2014,30,7,267,22
Measles,2014,30,7,578,2
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,30,NA,64,3
"Meningococcal disease, invasive, serogroup B",2014,30,NA,33,2
"Meningococcal disease, invasive, other serogroup",2014,30,NA,14,0
"Meningococcal disease, invasive, unknown serogroup",2014,30,1,140,5
Novel influenza A virus infections***,2014,30,NA,NA,188
Plague,2014,30,NA,1,0
"Poliomyelitis, paralytic",2014,30,NA,NA,0
"Polio virus Infection, nonparalytic",2014,30,NA,NA,NA
Psittacosis,2014,30,NA,NA,0
"Q fever, total",2014,30,1,71,3
"Q fever, acute",2014,30,1,56,3
"Q fever, chronic",2014,30,NA,15,0
"Rabies, human",2014,30,NA,NA,0
Rubella,2014,30,NA,6,0
"Rubella, congenital syndrome",2014,30,NA,NA,NA
SARS-CoV,2014,30,NA,NA,NA
Smallpox,2014,30,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,30,1,125,2
"Syphilis, congenital (age <1 yr)",2014,30,NA,109,8
Tetanus,2014,30,1,14,1
Toxic-shock syndrome (staphylococcal),2014,30,2,28,2
Trichinellosis,2014,30,NA,8,0
Tularemia,2014,30,2,47,6
Typhoid fever,2014,30,2,159,8
Vancomycin-intermediate Staphylococcus aureus,2014,30,3,101,2
Vancomycin-resistant Staphylococcus aureus,2014,30,NA,NA,0
Vibriosis (noncholera Vibrio species infections),2014,30,17,329,43
Viral hemorrhagic fever,2014,30,NA,NA,NA
Yellow fever,2014,30,NA,NA,NA
Anthrax,2014,31,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,31,NA,6,7
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,31,NA,NA,0
"Arboviral diseases, Powassan virus disease,",2014,31,NA,NA,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,31,NA,2,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,31,NA,1,NA
"Botulism, total",2014,31,1,74,2
"Botulism, foodborne",2014,31,NA,3,0
"Botulism, infant",2014,31,1,59,2
"Botulism, other (wound and unspecified)",2014,31,NA,12,0
Brucellosis,2014,31,NA,36,3
Chancroid,2014,31,NA,10,0
Cholera,2014,31,NA,NA,0
Cyclosporiasis,2014,31,58,221,19
Diphtheria,2014,31,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,31,1,15,0
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,31,1,110,2
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,31,2,152,3
Hansen disease,2014,31,1,35,2
Hantavirus pulmonary syndrome,2014,31,NA,11,1
"Hemolytic uremic syndrome, postdiarrheal",2014,31,7,84,8
"Hepatitis B, virus infection perinatal",2014,31,NA,25,1
"Influenza-associated pediatric mortality,",2014,31,1,100,1
Leptospirosis,2014,31,NA,7,0
Listeriosis,2014,31,14,291,23
Measles,2014,31,NA,581,2
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,31,NA,69,3
"Meningococcal disease, invasive, serogroup B",2014,31,NA,35,2
"Meningococcal disease, invasive, other serogroup",2014,31,NA,14,0
"Meningococcal disease, invasive, unknown serogroup",2014,31,4,143,5
Novel influenza A virus infections***,2014,31,NA,NA,164
Plague,2014,31,NA,1,0
"Poliomyelitis, paralytic",2014,31,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,31,NA,NA,NA
Psittacosis,2014,31,NA,NA,0
"Q fever, total",2014,31,2,75,3
"Q fever, acute",2014,31,1,59,2
"Q fever, chronic",2014,31,1,16,0
"Rabies, human",2014,31,NA,NA,0
Rubella,2014,31,NA,6,0
"Rubella, congenital syndrome",2014,31,NA,NA,NA
SARS-CoV,2014,31,NA,NA,NA
Smallpox,2014,31,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,31,NA,125,2
"Syphilis, congenital (age <1 yr)",2014,31,NA,115,8
Tetanus,2014,31,NA,15,1
Toxic-shock syndrome (staphylococcal),2014,31,2,32,2
Trichinellosis,2014,31,NA,8,0
Tularemia,2014,31,1,58,5
Typhoid fever,2014,31,4,172,9
Vancomycin-intermediate Staphylococcus aureus,2014,31,2,105,2
Vancomycin-resistant Staphylococcus aureus,2014,31,NA,NA,0
Vibriosis (noncholera Vibrio species infections),2014,31,27,378,46
Viral hemorrhagic fever,2014,31,NA,NA,NA
Yellow fever,2014,31,NA,NA,NA
Anthrax,2014,32,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,32,NA,6,7
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,32,NA,NA,1
"Arboviral diseases, Powassan virus disease,",2014,32,NA,NA,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,32,NA,2,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,32,NA,NA,NA
"Botulism, total",2014,32,1,79,3
"Botulism, foodborne",2014,32,NA,3,0
"Botulism, infant",2014,32,NA,62,2
"Botulism, other (wound and unspecified)",2014,32,1,14,0
Brucellosis,2014,32,NA,36,2
Chancroid,2014,32,1,12,0
Cholera,2014,32,NA,NA,0
Cyclosporiasis,2014,32,31,266,17
Diphtheria,2014,32,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,32,NA,15,0
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,32,1,112,2
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,32,1,155,3
Hansen disease,2014,32,1,38,2
Hantavirus pulmonary syndrome,2014,32,NA,12,1
"Hemolytic uremic syndrome, postdiarrheal",2014,32,9,94,9
"Hepatitis B, virus infection perinatal",2014,32,NA,25,1
"Influenza-associated pediatric mortality,",2014,32,1,101,1
Leptospirosis,2014,32,NA,6,0
Listeriosis,2014,32,14,313,24
Measles,2014,32,NA,582,2
Chancroid,2014,33,1,12,0
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,32,2,73,2
"Meningococcal disease, invasive, serogroup B",2014,32,1,37,2
"Meningococcal disease, invasive, other serogroup",2014,32,NA,15,0
"Meningococcal disease, invasive, unknown serogroup",2014,32,NA,145,5
Novel influenza A virus infections***,2014,32,NA,NA,135
Plague,2014,32,NA,2,0
"Poliomyelitis, paralytic",2014,32,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,32,NA,NA,NA
Psittacosis,2014,32,NA,NA,0
"Q fever, total",2014,32,NA,77,3
"Q fever, acute",2014,32,NA,61,2
"Q fever, chronic",2014,32,NA,16,0
"Rabies, human",2014,32,NA,NA,0
Rubella,2014,32,NA,6,0
"Rubella, congenital syndrome",2014,32,NA,NA,NA
SARS-CoV,2014,32,NA,NA,NA
Smallpox,2014,32,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,32,2,128,2
"Syphilis, congenital (age <1 yr)",2014,32,NA,134,8
Tetanus,2014,32,NA,16,1
Toxic-shock syndrome (staphylococcal),2014,32,NA,32,1
Trichinellosis,2014,32,NA,8,0
Tularemia,2014,32,1,74,5
Typhoid fever,2014,32,4,176,10
Vancomycin-intermediate Staphylococcus aureus,2014,32,NA,111,2
Vancomycin-resistant Staphylococcus aureus,2014,32,NA,1,0
Vibriosis (noncholera Vibrio species infections),2014,32,25,427,46
Viral hemorrhagic fever,2014,32,NA,NA,NA
Yellow fever,2014,32,NA,NA,NA
Anthrax,2014,33,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,33,NA,9,7
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,33,NA,1,1
"Arboviral diseases, Powassan virus disease,",2014,33,NA,NA,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,33,NA,2,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,33,NA,NA,NA
"Botulism, total",2014,33,NA,81,3
"Botulism, foodborne",2014,33,NA,3,0
"Botulism, infant",2014,33,NA,63,2
"Botulism, other (wound and unspecified)",2014,33,NA,15,0
Brucellosis,2014,33,2,39,2
Cholera,2014,33,NA,NA,0
Cyclosporiasis,2014,33,9,276,15
Diphtheria,2014,33,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,33,NA,15,1
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,33,NA,115,2
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,33,4,160,3
Hansen disease,2014,33,1,39,2
Hantavirus pulmonary syndrome,2014,33,NA,14,0
"Hemolytic uremic syndrome, postdiarrheal",2014,33,2,97,8
"Hepatitis B, virus infection perinatal",2014,33,NA,25,1
"Influenza-associated pediatric mortality,",2014,33,NA,101,1
Leptospirosis,2014,33,NA,6,0
Listeriosis,2014,33,12,337,24
Measles,2014,33,1,577,3
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,33,NA,75,3
"Meningococcal disease, invasive, serogroup B",2014,33,2,39,2
"Meningococcal disease, invasive, other serogroup",2014,33,NA,15,0
"Meningococcal disease, invasive, unknown serogroup",2014,33,1,145,5
Novel influenza A virus infections***,2014,33,NA,NA,122
Plague,2014,33,NA,3,0
"Poliomyelitis, paralytic",2014,33,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,33,NA,NA,NA
Psittacosis,2014,33,NA,NA,0
"Q fever, total",2014,33,3,83,3
"Q fever, acute",2014,33,1,64,2
"Q fever, chronic",2014,33,2,19,1
"Rabies, human",2014,33,NA,NA,0
Rubella,2014,33,1,8,0
"Rubella, congenital syndrome",2014,33,NA,NA,NA
SARS-CoV,2014,33,NA,NA,NA
Smallpox,2014,33,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,33,NA,131,2
"Syphilis, congenital (age <1 yr)",2014,33,NA,138,8
Tetanus,2014,33,NA,18,0
Toxic-shock syndrome (staphylococcal),2014,33,NA,32,2
Trichinellosis,2014,33,NA,8,0
Tularemia,2014,33,NA,80,4
Typhoid fever,2014,33,2,183,11
Vancomycin-intermediate Staphylococcus aureus,2014,33,NA,112,2
Vancomycin-resistant Staphylococcus aureus,2014,33,NA,NA,0
Vibriosis (noncholera Vibrio species infections),2014,33,25,475,44
Viral hemorrhagic fever,2014,33,NA,NA,NA
Yellow fever,2014,33,NA,NA,NA
Anthrax,2014,34,NA,NA,NA
"Arboviral diseases, California serogroup virus disease,",2014,34,NA,11,7
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,34,NA,1,1
"Arboviral diseases, Powassan virus disease,",2014,34,NA,NA,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,34,NA,2,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,34,NA,NA,NA
"Botulism, total",2014,34,2,87,3
"Botulism, foodborne",2014,34,2,8,0
"Botulism, infant",2014,34,NA,64,2
"Botulism, other (wound and unspecified)",2014,34,NA,15,0
Brucellosis,2014,34,NA,41,2
Chancroid,2014,34,1,12,0
Cholera,2014,34,NA,NA,0
Cyclosporiasis,2014,34,10,303,11
Diphtheria,2014,34,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,34,NA,15,1
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,34,1,117,2
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,34,1,160,3
Hansen disease,2014,34,NA,39,2
Hantavirus pulmonary syndrome,2014,34,NA,14,1
"Hemolytic uremic syndrome, postdiarrheal",2014,34,11,109,8
"Hepatitis B, virus infection perinatal",2014,34,NA,24,1
"Influenza-associated pediatric mortality,",2014,34,NA,101,1
Leptospirosis,2014,34,NA,6,0
Listeriosis,2014,34,8,351,25
Measles,2014,34,15,593,2
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,34,NA,75,2
"Meningococcal disease, invasive, serogroup B",2014,34,NA,40,1
"Meningococcal disease, invasive, other serogroup",2014,34,NA,16,0
"Meningococcal disease, invasive, unknown serogroup",2014,34,2,150,5
Novel influenza A virus infections***,2014,34,1,1,112
Plague,2014,34,NA,4,0
"Poliomyelitis, paralytic",2014,34,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,34,NA,NA,NA
Psittacosis,2014,34,NA,NA,0
"Q fever, total",2014,34,1,81,3
"Q fever, acute",2014,34,1,62,2
"Q fever, chronic",2014,34,NA,19,1
"Rabies, human",2014,34,NA,NA,0
Rubella,2014,34,NA,8,0
"Rubella, congenital syndrome",2014,34,NA,NA,NA
SARS-CoV,2014,34,NA,NA,NA
Smallpox,2014,34,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,34,NA,133,2
"Syphilis, congenital (age <1 yr)",2014,34,NA,140,8
Tetanus,2014,34,1,19,1
Toxic-shock syndrome (staphylococcal),2014,34,NA,32,2
Trichinellosis,2014,34,NA,8,0
Tularemia,2014,34,2,82,4
Typhoid fever,2014,34,5,187,11
Vancomycin-intermediate Staphylococcus aureus,2014,34,3,116,2
Vancomycin-resistant Staphylococcus aureus,2014,34,NA,NA,0
Vibriosis (noncholera Vibrio species infections),2014,34,27,535,41
Viral hemorrhagic fever,2014,34,NA,NA,NA
Yellow fever,2014,34,NA,NA,NA
Anthrax,2014,35,NA,NA,0
"Arboviral diseases, California serogroup virus disease,",2014,35,NA,11,6
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,35,NA,3,1
"Arboviral diseases, Powassan virus disease,",2014,35,NA,NA,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,35,NA,2,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,35,NA,NA,NA
"Botulism, total",2014,35,NA,88,3
"Botulism, foodborne",2014,35,NA,8,0
"Botulism, infant",2014,35,NA,65,2
"Botulism, other (wound and unspecified)",2014,35,NA,15,0
Brucellosis,2014,35,2,50,2
Chancroid,2014,35,1,13,0
Cholera,2014,35,NA,NA,0
Cyclosporiasis,2014,35,3,311,8
Diphtheria,2014,35,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,35,NA,15,1
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,35,NA,117,2
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,35,2,165,3
Hansen disease,2014,35,NA,40,2
Hantavirus pulmonary syndrome,2014,35,NA,14,1
"Hemolytic uremic syndrome, postdiarrheal",2014,35,NA,110,8
"Hepatitis B, virus infection perinatal",2014,35,NA,24,1
"Influenza-associated pediatric mortality,",2014,35,NA,101,1
Leptospirosis,2014,35,NA,7,0
Listeriosis,2014,35,10,368,24
Measles,2014,35,NA,593,2
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,35,NA,75,2
"Meningococcal disease, invasive, serogroup B",2014,35,NA,40,1
"Meningococcal disease, invasive, other serogroup",2014,35,NA,16,0
"Meningococcal disease, invasive, unknown serogroup",2014,35,4,154,5
Novel influenza A virus infections***,2014,35,1,2,113
Plague,2014,35,NA,4,0
"Poliomyelitis, paralytic",2014,35,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,35,NA,NA,NA
Psittacosis,2014,35,NA,NA,0
"Q fever, total",2014,35,NA,85,3
"Q fever, acute",2014,35,NA,66,2
"Q fever, chronic",2014,35,NA,19,1
"Rabies, human",2014,35,NA,NA,0
Rubella,2014,35,NA,8,0
"Rubella, congenital syndrome",2014,35,NA,NA,NA
SARS-CoV,2014,35,NA,NA,NA
Smallpox,2014,35,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,35,3,139,2
"Syphilis, congenital (age <1 yr)",2014,35,NA,148,7
Tetanus,2014,35,NA,19,1
Toxic-shock syndrome (staphylococcal),2014,35,NA,34,1
Trichinellosis,2014,35,NA,9,0
Tularemia,2014,35,1,88,3
Typhoid fever,2014,35,2,194,12
Vancomycin-intermediate Staphylococcus aureus,2014,35,2,120,2
Vancomycin-resistant Staphylococcus aureus,2014,35,NA,NA,0
Vibriosis (noncholera Vibrio species infections),2014,35,31,595,37
Viral hemorrhagic fever,2014,35,NA,NA,NA
Yellow fever,2014,35,NA,NA,NA
Anthrax,2014,36,NA,NA,0
"Arboviral diseases, California serogroup virus disease,",2014,36,NA,16,5
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,36,NA,3,1
"Arboviral diseases, Powassan virus disease,",2014,36,NA,1,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,36,NA,2,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,36,NA,NA,NA
"Botulism, total",2014,36,NA,90,2
"Botulism, foodborne",2014,36,NA,8,0
"Botulism, infant",2014,36,NA,67,2
"Botulism, other (wound and unspecified)",2014,36,NA,15,0
Brucellosis,2014,36,2,52,2
Chancroid,2014,36,NA,13,0
Cholera,2014,36,NA,NA,0
Cyclosporiasis,2014,36,10,326,6
Diphtheria,2014,36,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,36,1,17,1
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,36,NA,118,2
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,36,NA,164,3
Hansen disease,2014,36,NA,40,1
Hantavirus pulmonary syndrome,2014,36,NA,16,0
"Hemolytic uremic syndrome, postdiarrheal",2014,36,1,119,8
"Hepatitis B, virus infection perinatal",2014,36,NA,25,1
"Influenza-associated pediatric mortality,",2014,36,NA,101,1
Leptospirosis,2014,36,2,9,0
Listeriosis,2014,36,11,385,24
Measles,2014,36,NA,593,2
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,36,NA,76,3
"Meningococcal disease, invasive, serogroup B",2014,36,NA,40,1
"Meningococcal disease, invasive, other serogroup",2014,36,NA,17,0
"Meningococcal disease, invasive, unknown serogroup",2014,36,2,156,5
Novel influenza A virus infections***,2014,36,NA,2,132
Plague,2014,36,NA,4,0
"Poliomyelitis, paralytic",2014,36,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,36,NA,NA,NA
Psittacosis,2014,36,NA,NA,0
"Q fever, total",2014,36,NA,86,3
"Q fever, acute",2014,36,NA,67,2
"Q fever, chronic",2014,36,NA,19,1
"Rabies, human",2014,36,NA,NA,0
Rubella,2014,36,NA,8,NA
"Rubella, congenital syndrome",2014,36,NA,NA,0
SARS-CoV,2014,36,NA,NA,NA
Smallpox,2014,36,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,36,1,139,2
"Syphilis, congenital (age <1 yr)",2014,36,NA,153,8
Tetanus,2014,36,NA,19,1
Toxic-shock syndrome (staphylococcal),2014,36,NA,34,2
Trichinellosis,2014,36,NA,10,0
Tularemia,2014,36,2,93,3
Typhoid fever,2014,36,1,198,11
Vancomycin-intermediate Staphylococcus aureus,2014,36,1,121,2
Vancomycin-resistant Staphylococcus aureus,2014,36,NA,NA,0
Vibriosis (noncholera Vibrio species infections),2014,36,27,632,36
Viral hemorrhagic fever,2014,36,NA,NA,NA
Yellow fever,2014,36,NA,NA,NA
Anthrax,2014,37,NA,NA,0
"Arboviral diseases, California serogroup virus disease,",2014,37,NA,23,5
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,37,NA,4,0
"Arboviral diseases, Powassan virus disease,",2014,37,NA,3,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,37,NA,2,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,37,NA,NA,NA
"Botulism, total",2014,37,NA,97,3
"Botulism, foodborne",2014,37,NA,12,0
"Botulism, infant",2014,37,NA,70,2
"Botulism, other (wound and unspecified)",2014,37,NA,15,0
Brucellosis,2014,37,1,52,2
Chancroid,2014,37,NA,14,0
Cholera,2014,37,NA,NA,0
Cyclosporiasis,2014,37,2,336,4
Diphtheria,2014,37,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,37,NA,17,1
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,37,NA,118,2
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,37,1,168,3
Hansen disease,2014,37,NA,41,2
Hantavirus pulmonary syndrome,2014,37,NA,17,0
"Hemolytic uremic syndrome, postdiarrheal",2014,37,5,130,8
"Hepatitis B, virus infection perinatal",2014,37,1,27,2
"Influenza-associated pediatric mortality,",2014,37,1,102,2
Leptospirosis,2014,37,NA,9,0
Listeriosis,2014,37,16,420,24
Measles,2014,37,1,593,2
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,37,NA,77,2
"Meningococcal disease, invasive, serogroup B",2014,37,NA,40,1
"Meningococcal disease, invasive, other serogroup",2014,37,NA,18,0
"Meningococcal disease, invasive, unknown serogroup",2014,37,2,159,5
Novel influenza A virus infections***,2014,37,NA,2,159
Plague,2014,37,NA,4,0
"Poliomyelitis, paralytic",2014,37,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,37,NA,NA,NA
Psittacosis,2014,37,NA,NA,0
"Q fever, total",2014,37,NA,90,3
"Q fever, acute",2014,37,NA,70,2
"Q fever, chronic",2014,37,NA,20,1
"Rabies, human",2014,37,NA,NA,0
Rubella,2014,37,NA,8,NA
"Rubella, congenital syndrome",2014,37,NA,NA,0
SARS-CoV,2014,37,NA,NA,NA
Smallpox,2014,37,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,37,1,140,2
"Syphilis, congenital (age <1 yr)",2014,37,NA,163,8
Tetanus,2014,37,NA,19,1
Toxic-shock syndrome (staphylococcal),2014,37,NA,34,2
Trichinellosis,2014,37,NA,10,0
Tularemia,2014,37,NA,99,3
Typhoid fever,2014,37,4,211,10
Vancomycin-intermediate Staphylococcus aureus,2014,37,2,124,2
Vancomycin-resistant Staphylococcus aureus,2014,37,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,37,22,684,33
Viral hemorrhagic fever,2014,37,NA,NA,NA
Yellow fever,2014,37,NA,NA,NA
Anthrax,2014,38,NA,NA,0
"Arboviral diseases, California serogroup virus disease,",2014,38,NA,30,4
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,38,NA,4,0
"Arboviral diseases, Powassan virus disease,",2014,38,NA,3,0
"Arboviral diseases, St. Louis encephalitis virus disease,",2014,38,NA,3,0
"Arboviral diseases, Western equine encephalitis virus disease,",2014,38,NA,NA,NA
"Botulism, total",2014,38,NA,100,3
"Botulism, foodborne",2014,38,NA,13,0
"Botulism, infant",2014,38,NA,72,2
"Botulism, other (wound and unspecified)",2014,38,NA,15,0
Brucellosis,2014,38,1,54,2
Chancroid,2014,38,NA,14,0
Cholera,2014,38,NA,NA,0
Cyclosporiasis,2014,38,NA,337,3
Diphtheria,2014,38,NA,1,NA
"Haemophilus influenzae,** invasive disease (age <5 yrs), serotype b",2014,38,NA,17,1
"Haemophilus influenzae,** invasive disease (age <5 yrs), nonserotype b",2014,38,NA,121,2
"Haemophilus influenzae,** invasive disease (age <5 yrs), unknown serotype",2014,38,2,172,3
Hansen disease,2014,38,1,42,1
Hantavirus pulmonary syndrome,2014,38,NA,17,0
"Hemolytic uremic syndrome, postdiarrheal",2014,38,2,134,8
"Hepatitis B, virus infection perinatal",2014,38,NA,28,2
"Influenza-associated pediatric mortality,",2014,38,NA,102,2
Leptospirosis,2014,38,NA,9,0
Listeriosis,2014,38,5,433,24
Measles,2014,38,1,595,1
"Meningococcal disease, invasive, A, C, Y, and W-135",2014,38,NA,77,3
"Meningococcal disease, invasive, serogroup B",2014,38,NA,40,2
"Meningococcal disease, invasive, other serogroup",2014,38,NA,17,0
"Meningococcal disease, invasive, unknown serogroup",2014,38,2,164,5
Novel influenza A virus infections***,2014,38,NA,2,202
Plague,2014,38,NA,4,0
"Poliomyelitis, paralytic",2014,38,NA,NA,NA
"Polio virus Infection, nonparalytic",2014,38,NA,NA,NA
Psittacosis,2014,38,NA,NA,0
"Q fever, total",2014,38,NA,92,3
"Q fever, acute",2014,38,NA,72,2
"Q fever, chronic",2014,38,NA,20,1
"Rabies, human",2014,38,NA,NA,0
Rubella,2014,38,NA,6,0
"Rubella, congenital syndrome",2014,38,NA,NA,0
SARS-CoV,2014,38,NA,NA,NA
Smallpox,2014,38,NA,NA,NA
Streptococcal toxic-shock syndrome,2014,38,1,142,2
"Syphilis, congenital (age <1 yr)",2014,38,NA,171,8
Tetanus,2014,38,NA,19,1
Toxic-shock syndrome (staphylococcal),2014,38,1,35,1
Trichinellosis,2014,38,NA,11,0
Tularemia,2014,38,3,108,3
Typhoid fever,2014,38,5,217,9
Vancomycin-intermediate Staphylococcus aureus,2014,38,NA,124,2
Vancomycin-resistant Staphylococcus aureus,2014,38,NA,NA,NA
Vibriosis (noncholera Vibrio species infections),2014,38,27,725,31
Viral hemorrhagic fever,2014,38,NA,NA,NA
Yellow fever,2014,38,NA,NA,NA
Anthrax,2014,39,NA,NA,0
"Arboviral diseases, California serogroup virus disease,",2014,39,NA,34,3
"Arboviral diseases, Eastern equine encephalitis virus disease,",2014,39,NA,4,0
"Arboviral diseases, Powassan virus disease,",2014,39,NA,5,0
